Season,S. No.,Home \ Away,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Position,Played,Won,Draw,Lost
1976-77,12,Racing de Santander,1–1,0–0,1–0,4–3,1–0,1–0,2–1,2–2,1–1,2–1,3–2,,3–3,2–1,0–1,2–0,2–2,1–0,,,,,5,34,15,6,13
1976-77,13,Real Madrid,2–3,1–1,1–1,0–1,1–0,0–0,5–2,4–1,4–0,3–0,4–1,3–1,,2–2,0–1,0–0,2–0,4–2,,,,,9,34,12,10,12
1976-77,14,Real Sociedad,5–0,2–0,0–0,3–0,4–1,4–0,0–0,3–3,3–0,4–0,1–0,3–1,1–1,,1–0,2–1,2–2,2–0,,,,,8,34,13,8,13
1976-77,15,UD Salamanca,3–0,1–1,2–0,0–1,3–1,2–0,1–0,2–1,1–0,0–0,3–0,0–1,0–1,1–1,,1–0,0–0,0–0,,,,,12,34,13,6,15
1976-77,16,Sevilla FC,1–0,1–2,0–1,3–2,2–0,2–0,0–0,0–0,1–0,2–1,2–1,1–0,1–1,0–3,2–0,,0–0,4–1,,,,,10,34,11,12,11
1976-77,17,Valencia CF,2–0,2–3,0–1,2–2,3–1,2–0,1–0,4–1,3–1,1–2,3–1,4–2,1–1,1–0,0–0,4–0,,1–1,,,,,7,34,13,10,11
1976-77,18,Zaragoza,1–1,0–2,0–0,2–1,2–1,1–0,5–3,3–3,1–0,2–1,3–1,2–0,2–4,1–1,2–0,0–0,2–2,,,,,,16,34,10,10,14
1975-76,1,Atlético Bilbao,,2–0,2–1,0–0,0–0,2–1,2–1,1–0,1–0,1–0,2–0,1–0,2–0,1–0,4–1,2–1,5–4,0–0,,,,,5,34,14,11,9
1975-76,2,Atlético Madrid,2–0,,3–0,4–0,3–0,3–1,3–2,3–0,2–1,1–1,1–0,3–1,2–2,4–1,1–0,2–2,1–0,2–0,,,,,3,34,18,6,10
1975-76,3,FC Barcelona,2–1,2–1,,3–1,1–0,5–0,3–0,1–1,3–0,2–1,2–1,2–0,2–0,3–1,2–0,5–1,1–1,2–1,,,,,2,34,18,7,9
1975-76,4,Betis,0–0,1–3,1–0,,2–0,1–2,4–1,1–0,1–0,3–0,0–2,2–1,1–0,1–1,1–0,1–0,2–1,1–0,,,,,15,34,8,12,14
1975-76,5,Elche CF,3–1,3–1,2–3,2–3,,2–1,0–0,1–1,1–1,5–2,1–1,1–0,1–1,1–1,2–0,1–0,2–0,0–0,,,,,4,34,18,4,12
1975-76,6,RCD Español,3–1,1–0,3–0,2–1,2–0,,3–0,3–1,1–0,2–1,0–1,3–1,2–2,3–0,1–0,2–1,1–0,2–1,,,,,17,34,8,10,16
1975-76,7,Granada CF,2–1,3–4,0–2,0–0,3–2,0–1,,0–0,1–0,2–0,1–2,1–0,2–1,0–0,1–1,1–1,2–1,0–0,,,,,6,34,12,12,10
1975-76,8,Hércules CF,2–2,1–1,0–0,1–1,1–0,2–1,2–0,,1–0,2–1,1–2,1–0,0–0,1–0,1–0,1–1,2–0,2–0,,,,,13,34,12,6,16
1975-76,9,UD Las Palmas,2–2,2–0,3–1,3–0,0–0,1–1,1–2,2–1,,5–0,2–2,0–0,2–1,1–0,0–1,2–1,2–4,3–2,,,,,16,34,11,5,18
1975-76,10,Racing de Santander,1–1,4–3,2–1,3–0,2–1,1–1,1–1,4–1,2–1,,1–0,2–1,2–0,1–0,2–1,2–0,0–1,4–1,,,,,12,34,14,4,16
1975-76,11,Real Madrid,1–0,1–0,0–2,5–0,2–2,3–1,4–1,4–0,2–1,2–0,,2–0,1–0,1–0,2–0,2–0,2–0,3–2,,,,,7,34,15,5,14
1975-76,12,Real Oviedo,4–1,0–2,1–1,3–0,4–1,1–2,3–0,1–1,1–2,2–0,0–0,,3–0,0–1,3–0,3–1,2–1,2–0,,,,,1,34,20,8,6
1975-76,13,Real Sociedad,3–2,1–1,2–2,3–2,4–0,1–0,2–0,3–0,2–0,3–2,1–1,0–2,,1–1,4–1,1–0,1–1,1–1,,,,,8,34,12,10,12
1975-76,14,UD Salamanca,2–1,2–2,2–0,2–0,2–2,1–0,1–1,0–1,1–0,3–0,0–0,0–0,1–2,,1–1,1–0,2–0,1–0,,,,,9,34,12,10,12
1975-76,15,Sevilla FC,0–0,1–0,2–0,2–0,2–1,2–1,1–0,0–0,3–0,3–1,1–1,4–0,2–1,1–2,,2–1,3–1,0–0,,,,,11,34,13,6,15
1975-76,16,Sporting de Gijón,1–1,1–0,1–1,5–0,1–1,6–1,0–0,1–3,3–0,1–2,0–2,3–1,3–0,0–1,1–0,,1–1,2–2,,,,,18,34,7,10,17
1975-76,17,Valencia CF,0–0,0–1,3–2,0–1,2–0,0–0,2–1,2–2,0–1,3–0,1–1,2–0,3–1,1–0,3–0,0–0,,3–2,,,,,10,34,12,8,14
1975-76,18,Zaragoza,1–1,2–1,4–4,1–2,2–0,4–0,2–0,1–0,0–1,2–0,3–1,5–1,0–1,3–0,1–0,2–1,0–2,,,,,,14,34,11,8,15
1974-75,1,Atlético Bilbao,,3–0,1–0,0–1,3–0,3–0,1–0,1–0,2–2,2–1,3–1,2–0,1–4,1–0,2–1,0–0,1–1,4–0,,,,,10,34,13,7,14
1974-75,2,Atlético Madrid,2–0,,3–3,4–1,0–0,3–0,2–0,0–0,2–0,4–0,2–1,1–0,2–2,1–1,1–0,0–0,5–2,4–0,,,,,6,34,11,13,10
1974-75,3,FC Barcelona,4–0,1–0,,3–0,4–0,0–0,4–1,2–1,0–0,3–2,5–0,3–1,1–1,0–0,2–0,3–1,5–2,2–2,,,,,3,34,15,7,12
1974-75,4,Betis,2–1,2–1,1–0,,1–0,1–1,0–0,1–1,3–0,1–0,1–0,1–0,2–0,1–3,3–0,1–1,2–0,1–0,,,,,17,34,10,10,14
1974-75,5,Celta de Vigo,1–0,0–0,1–0,1–1,,1–2,2–0,3–0,0–1,1–0,2–0,1–1,2–0,3–3,1–0,2–0,1–1,2–0,,,,,8,34,13,8,13
1974-75,6,Elche CF,1–0,1–0,1–0,2–0,2–0,,2–4,2–1,0–1,1–1,2–1,3–0,1–0,1–0,3–0,0–1,2–1,1–1,,,,,11,34,14,5,15
1974-75,7,RCD Español,4–3,1–0,5–2,1–0,2–0,2–1,,1–0,2–1,1–0,1–2,2–1,0–0,0–2,0–1,1–0,5–3,2–1,,,,,15,34,10,11,13
1974-75,8,Granada CF,1–1,0–0,1–2,2–0,1–0,5–0,0–0,,1–1,1–1,1–0,2–1,2–1,3–3,1–0,1–1,2–1,3–0,,,,,5,34,11,14,9
1974-75,9,Hércules CF,0–0,3–2,0–0,2–3,0–0,1–0,2–1,0–1,,3–1,1–1,2–2,2–0,1–1,1–1,2–1,2–1,0–1,,,,,13,34,12,8,14
1974-75,10,UD Las Palmas,2–0,1–0,1–0,3–1,3–1,1–1,2–0,4–0,0–0,,1–0,5–0,1–0,1–2,1–0,1–1,1–1,2–0,,,,,16,34,13,5,16
1974-75,11,CD Málaga,2–0,0–0,3–2,1–0,3–0,1–0,2–0,1–1,0–1,1–0,,3–1,3–1,1–3,2–0,1–1,1–0,1–0,,,,,18,34,7,9,18
1974-75,12,Murcia,2–4,3–1,0–2,0–0,1–0,2–0,0–0,0–0,1–1,1–1,2–0,,2–1,2–2,2–2,2–1,1–5,1–5,,,,,9,34,14,6,14
1974-75,13,Real Gijón,1–1,2–2,0–1,2–0,1–1,3–1,2–1,5–1,2–1,0–0,1–1,1–0,,2–0,0–2,2–1,2–1,2–0,,,,,1,34,20,10,4
1974-75,14,Real Madrid,2–0,1–0,1–0,3–2,4–1,5–1,5–0,1–0,2–1,4–1,4–0,4–0,0–0,,1–1,1–0,3–2,1–0,,,,,4,34,12,12,10
1974-75,15,Real Sociedad,3–0,1–1,3–2,2–0,1–1,0–0,2–0,2–0,2–2,2–0,2–0,2–0,1–1,1–1,,1–1,1–0,1–0,,,,,7,34,10,15,9
1974-75,16,UD Salamanca,0–0,1–1,1–0,2–0,0–0,2–0,2–0,1–0,0–1,2–1,1–0,3–0,1–0,0–0,1–1,,0–1,3–3,,,,,14,34,11,10,13
1974-75,17,Valencia CF,3–0,1–1,1–0,3–1,2–0,0–0,1–1,7–1,1–0,2–1,2–0,1–2,2–0,1–2,1–0,2–2,,0–0,,,,,12,34,12,8,14
1974-75,18,Zaragoza,1–0,3–1,2–1,2–1,4–2,3–3,1–0,4–1,2–2,3–1,1–0,5–0,3–1,6–1,1–1,1–1,3–1,,,,,,2,34,15,8,11
1973-74,1,Atlético Bilbao,,2–2,0–0,2–0,2–0,2–1,1–0,1–0,2–1,1–0,3–0,2–3,2–1,2–0,3–1,1–2,1–0,2–1,,,,,5,34,15,7,12
1973-74,2,Atlético Madrid,1–0,,2–0,0–0,2–0,2–1,5–1,2–1,3–1,2–0,4–1,2–0,0–2,1–0,2–1,5–1,3–1,0–0,,,,,2,34,16,8,10
1973-74,3,FC Barcelona,2–0,2–1,,5–0,5–2,2–0,3–0,4–0,3–0,4–0,1–0,5–1,0–0,6–2,0–0,4–1,1–0,2–0,,,,,1,34,21,8,5
1973-74,4,CD Castellón,0–0,1–1,0–2,,1–1,0–2,3–2,1–1,1–1,1–0,1–0,3–2,2–0,2–0,1–1,2–0,0–0,2–1,,,,,16,34,9,11,14
1973-74,5,Celta de Vigo,2–1,1–3,2–1,0–1,,1–0,1–2,1–0,3–1,5–1,0–2,1–0,2–1,5–1,1–0,3–0,0–2,2–0,,,,,12,34,12,6,16
1973-74,6,Elche CF,0–0,0–0,1–0,1–0,2–0,,0–0,1–0,1–0,0–1,1–0,1–0,1–0,1–1,0–0,1–2,1–0,1–1,,,,,14,34,11,7,16
1973-74,7,RCD Español,2–0,1–0,0–0,1–0,1–0,1–1,,1–1,2–0,1–1,3–0,3–0,1–0,2–0,0–2,1–0,1–0,3–1,,,,,9,34,13,8,13
1973-74,8,Granada CF,0–0,1–0,1–1,2–0,2–1,2–1,2–0,,2–1,0–0,1–1,1–0,1–1,3–0,2–0,2–1,2–2,1–2,,,,,6,34,12,12,10
1973-74,9,UD Las Palmas,1–0,1–0,1–0,2–0,1–0,3–1,1–1,1–1,,1–0,3–0,1–0,1–0,1–2,2–0,1–0,0–0,1–0,,,,,11,34,14,5,15
1973-74,10,CD Málaga,1–0,1–2,0–0,2–1,1–1,3–1,1–1,1–1,1–0,,1–0,2–0,1–0,1–0,3–0,2–0,1–0,0–1,,,,,7,34,12,12,10
1973-74,11,Murcia,0–0,1–0,2–2,3–1,2–2,0–1,1–0,0–0,0–1,0–0,,2–1,0–1,3–1,2–0,1–1,1–0,1–0,,,,,15,34,10,9,15
1973-74,12,Real Gijón,2–0,0–3,2–4,4–0,2–1,2–0,3–0,4–0,1–0,1–0,2–1,,4–3,0–3,2–0,3–1,1–2,2–2,,,,,17,34,8,11,15
1973-74,13,Real Madrid,1–0,2–0,0–5,0–0,6–1,1–0,2–1,0–1,5–0,0–0,1–1,2–2,,2–0,3–2,3–1,2–1,4–0,,,,,18,34,9,6,19
1973-74,14,Real Oviedo,0–1,2–0,1–3,0–0,1–1,1–0,1–0,3–0,1–0,1–1,0–1,0–0,1–1,,2–1,0–2,1–2,1–0,,,,,8,34,13,8,13
1973-74,15,Real Santander,2–2,2–1,1–3,1–1,1–1,2–1,1–1,2–0,1–0,1–1,2–0,3–3,2–1,2–0,,0–0,0–1,1–1,,,,,4,34,15,8,11
1973-74,16,Real Sociedad,2–1,0–0,2–1,3–1,2–1,2–1,3–0,0–2,0–0,1–1,2–1,2–1,2–2,2–0,4–1,,3–2,2–0,,,,,13,34,13,4,17
1973-74,17,Valencia CF,0–1,0–1,0–2,3–0,0–0,2–0,1–0,1–1,2–0,2–2,1–0,6–1,1–0,2–1,5–2,1–2,,0–0,,,,,10,34,13,7,14
1973-74,18,Zaragoza,3–0,4–0,2–2,3–2,2–1,2–1,3–1,1–0,2–0,3–1,0–0,3–0,2–1,4–2,5–1,0–0,2–1,,,,,,3,34,16,7,11
1972-73,1,Atlético Bilbao,,1–0,0–1,1–1,4–0,1–1,1–1,3–0,1–0,0–1,1–0,2–0,2–0,2–1,3–3,2–1,2–0,1–0,,,,,9,34,12,9,13
1972-73,2,Atlético Madrid,2–1,,2–0,2–1,4–2,1–0,5–1,3–1,0–0,2–1,2–1,1–1,0–1,1–2,2–1,2–1,1–3,0–0,,,,,1,34,20,8,6
1972-73,3,CF Barcelona,1–0,0–0,,2–0,2–0,3–1,2–0,3–1,0–1,3–0,3–1,0–0,3–1,1–0,3–1,1–0,0–0,1–1,,,,,2,34,18,10,6
1972-73,4,Betis,0–0,1–0,0–2,,5–1,2–0,1–0,2–0,2–2,0–0,0–2,0–1,2–0,2–1,0–0,1–1,0–0,1–1,,,,,18,34,9,6,19
1972-73,5,Burgos,5–1,0–1,0–0,2–1,,2–1,0–0,0–0,1–1,2–1,3–3,2–2,2–1,2–3,0–1,1–0,2–1,3–0,,,,,5,34,13,9,12
1972-73,6,CD Castellón,1–4,1–1,4–0,3–1,3–1,,5–1,2–0,2–0,0–0,2–1,1–0,1–0,2–3,2–0,3–0,1–3,1–1,,,,,15,34,10,9,15
1972-73,7,Celta de Vigo,1–0,0–1,0–0,0–0,1–0,2–0,,1–0,1–1,0–0,3–1,1–0,3–0,3–0,4–2,0–1,1–0,1–2,,,,,17,34,7,13,14
1972-73,8,Deportivo de La Coruña,2–1,1–1,0–1,2–0,2–1,1–1,1–0,,0–0,0–0,2–2,1–0,2–1,0–0,1–1,1–2,1–1,0–0,,,,,3,34,17,11,6
1972-73,9,RCD Español,0–0,2–1,1–1,2–2,2–0,1–0,4–2,2–1,,2–1,4–0,1–0,3–0,1–0,3–0,1–1,3–0,3–1,,,,,13,34,9,11,14
1972-73,10,Granada CF,0–0,0–1,0–2,0–0,2–0,1–1,1–0,2–0,2–2,,1–0,2–0,1–0,1–2,4–0,2–0,1–1,0–0,,,,,11,34,11,9,14
1972-73,11,UD Las Palmas,1–0,2–2,2–1,2–0,4–1,0–1,0–0,3–0,0–2,1–0,,1–3,1–1,1–1,2–1,1–0,1–0,1–1,,,,,10,34,11,11,12
1972-73,12,CD Málaga,0–0,0–1,2–1,0–0,3–0,1–1,1–0,4–1,0–1,3–0,0–1,,1–0,1–0,1–1,3–0,1–1,2–1,,,,,12,34,9,12,13
1972-73,13,Real Gijón,2–0,2–3,1–1,1–0,1–2,1–0,3–1,0–0,0–0,2–0,2–2,2–0,,1–0,1–0,3–0,1–1,3–0,,,,,16,34,7,14,13
1972-73,14,Real Madrid,3–3,0–1,0–0,1–1,2–0,2–0,1–0,0–0,1–0,2–1,2–1,2–0,1–0,,3–0,6–1,2–1,0–0,,,,,4,34,17,9,8
1972-73,15,Real Oviedo,2–1,0–2,0–0,0–0,1–0,0–0,0–0,0–0,1–2,3–0,3–0,0–0,1–0,1–2,,1–1,3–1,2–0,,,,,7,34,13,8,13
1972-73,16,Real Sociedad,1–0,0–1,2–0,2–1,5–1,0–0,1–0,2–0,4–1,1–0,1–0,1–1,0–0,1–1,1–2,,2–1,3–0,,,,,14,34,11,7,16
1972-73,17,Valencia CF,4–1,1–2,0–1,2–0,3–0,4–2,1–0,0–1,1–0,0–0,0–0,2–1,1–0,0–1,2–2,1–0,,0–0,,,,,6,34,12,10,12
1972-73,18,Zaragoza,3–2,1–1,0–2,3–2,2–0,0–1,2–2,5–0,1–0,2–0,1–0,1–1,3–1,0–0,3–0,1–1,0–1,,,,,,8,34,10,14,10
1971-72,1,Atlético Bilbao,,0–1,0–1,3–0,1–0,4–0,5–0,1–0,1–1,1–0,1–2,0–0,3–1,1–0,1–2,3–1,2–0,1–1,,,,,9,34,15,4,15
1971-72,2,Atlético Madrid,1–2,,1–1,4–1,1–0,0–0,2–2,2–1,1–1,1–0,2–0,0–0,1–0,4–1,5–0,5–0,0–2,0–1,,,,,4,34,14,11,9
1971-72,3,CF Barcelona,0–1,0–0,,2–2,2–1,1–0,4–1,1–0,2–0,2–0,1–2,0–1,1–0,1–0,3–0,2–0,1–0,1–1,,,,,3,34,17,9,8
1971-72,4,Betis,1–0,1–3,0–0,,2–0,1–1,0–0,2–0,0–1,1–0,2–1,0–0,2–1,0–0,1–0,1–0,1–1,1–0,,,,,15,34,11,7,16
1971-72,5,Burgos,1–0,0–0,2–3,0–1,,3–2,1–0,3–1,2–1,1–1,1–0,3–1,1–0,1–2,3–1,4–1,1–0,0–1,,,,,10,34,10,13,11
1971-72,6,Celta de Vigo,2–0,2–1,1–2,1–0,2–0,,2–0,3–1,4–2,0–0,2–0,1–1,2–2,1–1,0–1,0–1,4–1,1–3,,,,,18,34,7,9,18
1971-72,7,Córdoba CF,0–1,0–1,1–0,3–1,0–0,0–0,,0–0,3–1,2–0,2–2,0–0,0–1,2–2,1–0,4–1,1–1,0–4,,,,,14,34,11,8,15
1971-72,8,Deportivo de La Coruña,1–0,1–1,0–2,1–1,0–0,0–1,3–2,,3–1,2–0,1–0,0–0,1–1,1–0,1–0,1–0,1–0,3–0,,,,,12,34,12,8,14
1971-72,9,RCD Español,1–2,1–2,3–0,3–0,1–1,1–0,1–1,2–0,,2–3,4–0,4–1,0–0,0–0,1–0,2–1,2–0,3–1,,,,,6,34,14,8,12
1971-72,10,Granada CF,5–1,1–0,2–0,0–0,2–1,0–0,1–0,2–2,0–0,,3–0,2–0,1–0,2–1,1–0,3–1,3–0,1–0,,,,,5,34,15,8,11
1971-72,11,UD Las Palmas,2–1,1–0,1–2,2–0,3–1,1–1,3–0,2–0,1–0,2–2,,2–0,5–1,2–0,0–0,0–0,1–1,1–1,,,,,7,34,9,17,8
1971-72,12,CD Málaga,1–0,0–0,0–0,0–0,4–1,1–1,2–2,2–0,1–0,1–0,0–0,,1–1,1–1,1–1,1–0,2–2,0–2,,,,,13,34,10,10,14
1971-72,13,Real Gijón,3–2,1–2,1–0,3–1,0–0,2–2,0–0,2–0,4–0,2–0,0–1,1–2,,1–1,1–0,3–0,1–0,4–0,,,,,1,34,19,9,6
1971-72,14,Real Madrid,1–0,1–0,1–1,2–0,1–1,3–0,4–1,1–0,3–0,4–2,2–0,1–0,1–0,,2–1,2–0,4–1,1–1,,,,,8,34,14,6,14
1971-72,15,Real Sociedad,1–0,0–0,2–2,6–0,2–0,0–0,2–1,0–1,4–1,3–1,1–0,1–0,3–1,0–2,,2–0,1–1,1–0,,,,,17,34,6,13,15
1971-72,16,CE Sabadell FC,0–0,3–1,0–0,2–1,2–1,1–1,1–0,4–1,0–2,0–0,0–1,1–1,0–2,1–2,3–1,,0–0,1–1,,,,,16,34,9,9,16
1971-72,17,Sevilla CF,0–1,3–3,1–2,3–1,2–0,4–0,1–1,1–0,1–0,2–1,0–2,1–2,3–1,0–2,0–1,1–1,,2–0,,,,,11,34,12,8,14
1971-72,18,Valencia CF,2–0,1–0,1–0,2–0,2–0,4–0,4–2,1–1,1–1,2–1,4–0,3–0,1–0,1–2,2–1,3–1,2–0,,,,,,2,34,19,7,8
1970-71,1,Athletic Bilbao,,1–0,1–1,2–0,2–0,2–0,3–0,1–0,2–1,3–0,0–1,1–1,1–0,1–0,0–0,3–0,,,,,,,5,30,14,7,9
1970-71,2,Atlético Madrid,2–0,,1–1,3–1,3–1,3–0,3–0,2–1,2–1,2–0,2–2,1–0,4–1,4–1,3–0,3–0,,,,,,,3,30,17,8,5
1970-71,3,CF Barcelona,0–1,2–0,,2–1,0–0,3–0,2–1,2–0,1–0,2–0,0–1,4–0,4–1,5–2,0–2,5–2,,,,,,,2,30,19,5,6
1970-71,4,Celta de Vigo,2–1,3–2,1–1,,3–0,1–0,2–0,1–0,0–0,2–0,2–0,0–0,1–0,2–0,1–0,2–0,,,,,,,6,30,15,5,10
1970-71,5,Elche CF,1–1,0–4,0–1,1–1,,1–1,1–1,2–0,1–1,5–0,0–1,1–2,0–0,1–0,1–3,2–1,,,,,,,15,30,4,10,16
1970-71,6,RCD Español,1–0,0–0,0–1,0–1,2–0,,1–0,2–1,1–1,2–0,0–1,0–0,3–1,0–1,1–0,0–0,,,,,,,11,30,8,9,13
1970-71,7,Granada CF,2–2,0–0,0–2,1–0,3–1,1–0,,1–0,1–1,3–0,2–0,2–0,3–1,0–0,2–2,3–0,,,,,,,10,30,10,8,12
1970-71,8,UD Las Palmas,1–1,1–1,3–2,1–2,2–2,0–0,2–0,,1–2,1–2,0–0,4–2,5–0,0–0,0–0,4–0,,,,,,,14,30,5,10,15
1970-71,9,CD Málaga,3–3,0–0,0–1,2–1,1–0,0–0,1–0,1–1,,3–0,0–2,0–0,1–0,1–1,0–1,1–0,,,,,,,9,30,8,12,10
1970-71,10,Sporting Gijón,3–1,1–1,0–2,4–0,3–1,0–1,3–2,2–0,3–0,,0–1,2–0,3–2,4–0,0–1,1–1,,,,,,,4,30,17,7,6
1970-71,11,Real Madrid,1–2,1–0,0–1,4–0,1–1,1–0,3–2,4–2,2–2,1–1,,1–0,3–1,4–0,2–0,2–1,,,,,,,8,30,10,9,11
1970-71,12,Real Sociedad,2–1,0–1,1–0,1–3,2–0,1–0,1–1,1–0,1–2,3–1,0–0,,2–0,1–0,0–0,2–0,,,,,,,13,30,8,5,17
1970-71,13,CE Sabadell FC,1–0,0–2,2–1,3–2,1–0,0–0,0–1,0–0,5–2,2–1,1–1,0–0,,2–1,0–1,2–1,,,,,,,7,30,13,6,11
1970-71,14,Sevilla CF,3–2,1–1,0–1,2–1,2–1,1–0,1–0,3–1,1–0,1–1,3–1,1–0,1–0,,2–2,4–2,,,,,,,12,30,10,5,15
1970-71,15,Valencia CF,4–0,1–0,1–1,2–1,3–0,2–1,2–1,5–1,1–0,1–0,1–0,0–0,2–1,0–1,,2–0,,,,,,,1,30,18,7,5
1970-71,16,Zaragoza,1–2,0–1,1–2,0–0,1–1,2–2,0–0,1–1,0–0,0–0,0–5,1–0,3–1,4–1,0–2,,,,,,,,16,30,3,9,18
1969-70,1,Atlético Bilbao,,2-0,1-1,1-0,1-0,2-0,1-0,3-0,2-0,3-1,5-0,1-0,1-0,0-1,0-0,2-0,,,,,,,2,30,17,7,6
1969-70,2,Atlético Madrid,2-1,,1-1,4-0,2-0,4-1,5-0,1-2,3-1,2-0,3-0,4-0,0-1,1-0,2-0,2-0,,,,,,,1,30,18,6,6
1969-70,3,CF Barcelona,3-2,1-2,,2-1,1-0,1-1,1-0,0-0,5-1,2-0,1-0,2-1,3-1,1-0,1-0,4-2,,,,,,,4,30,13,9,8
1969-70,4,Celta,0-2,1-1,1-2,,2-2,4-0,2-1,1-0,3-1,1-0,2-2,2-0,1-1,1-1,1-0,1-0,,,,,,,10,30,10,7,13
1969-70,5,Deportivo de La Coruña,1-1,0-1,0-0,0-1,,1-0,3-0,0-0,1-1,2-1,1-1,0-2,1-1,3-0,2-1,0-1,,,,,,,14,30,8,9,13
1969-70,6,Elche CF,0-1,1-1,1-0,3-1,1-0,,1-0,1-2,1-1,1-0,0-2,4-2,1-1,5-0,0-0,1-1,,,,,,,11,30,8,10,12
1969-70,7,Granada CF,0-0,0-0,0-0,1-0,2-0,0-0,,0-0,1-1,1-0,0-0,0-3,2-1,0-0,0-1,1-0,,,,,,,12,30,8,10,12
1969-70,8,UD Las Palmas,1-3,2-2,1-0,3-0,0-1,5-1,1-2,,3-1,1-1,2-4,0-1,1-0,3-0,0-2,2-0,,,,,,,9,30,10,7,13
1969-70,9,RCD Mallorca,2-2,1-0,3-2,0-0,0-1,0-0,4-6,1-0,,3-0,1-2,3-2,1-0,1-2,0-3,1-1,,,,,,,15,30,7,8,15
1969-70,10,Pontevedra CF,0-2,1-2,0-0,0-2,0-0,1-1,0-1,0-0,0-2,,1-3,1-0,2-1,3-2,0-1,0-1,,,,,,,16,30,4,5,21
1969-70,11,Real Madrid,2-2,1-1,3-3,3-1,2-2,3-1,2-0,5-0,1-1,2-1,,3-0,1-0,2-3,2-1,2-2,,,,,,,6,30,13,9,8
1969-70,12,Real Sociedad,2-0,2-1,1-0,2-1,2-1,3-0,2-1,5-0,2-0,2-1,1-2,,2-1,0-0,1-2,5-0,,,,,,,7,30,15,3,12
1969-70,13,CE Sabadell FC,1-2,0-2,3-2,3-1,1-0,1-2,2-1,1-0,1-0,1-4,3-0,1-1,,2-1,2-0,1-1,,,,,,,13,30,10,5,15
1969-70,14,Sevilla CF,1-0,0-1,3-0,3-0,2-0,2-2,0-0,1-1,3-1,3-1,1-0,1-1,2-0,,4-2,2-0,,,,,,,3,30,14,7,9
1969-70,15,Valencia CF,1-0,2-3,0-0,0-0,0-1,2-0,1-0,2-0,3-0,2-0,1-0,3-1,1-0,0-1,,3-1,,,,,,,5,30,15,5,10
1969-70,16,Zaragoza,1-1,1-0,2-1,1-0,5-2,3-2,0-0,1-2,2-1,2-1,2-0,2-1,1-0,1-0,1-1,,,,,,,,8,30,13,7,10
1968-69,1,Atlético Bilbao,,0-2,1-1,3-0,2-3,1-1,1-0,4-2,2-1,4-3,2-2,0-1,3-1,2-1,1-2,3-0,,,,,,,11,30,10,8,12
1968-69,2,Atlético Madrid,4-4,,0-1,1-2,5-1,0-0,1-0,1-0,1-1,4-1,1-0,0-1,1-0,2-2,2-2,1-0,,,,,,,6,30,10,10,10
1968-69,3,CF Barcelona,0-1,4-1,,4-0,4-1,1-1,1-0,4-0,1-2,1-0,1-0,1-1,0-0,2-0,1-1,4-0,,,,,,,3,30,13,10,7
1968-69,4,Córdoba CF,1-1,0-3,2-1,,0-0,0-0,5-0,1-1,3-4,2-2,3-1,2-2,1-1,0-1,2-0,0-1,,,,,,,16,30,5,11,14
1968-69,5,Deportivo de La Coruña,1-0,3-1,1-0,1-0,,4-2,1-1,4-0,2-0,2-0,2-0,2-4,1-1,1-1,1-2,0-1,,,,,,,10,30,11,6,13
1968-69,6,Elche CF,1-1,2-2,1-2,4-1,2-0,,1-0,0-1,0-0,0-0,0-0,1-0,0-0,3-0,0-0,0-0,,,,,,,9,30,7,15,8
1968-69,7,RCD Español,2-0,3-2,0-0,3-0,4-0,1-1,,0-0,1-2,2-1,2-1,1-1,1-0,1-1,0-1,3-1,,,,,,,15,30,8,8,14
1968-69,8,Granada CF,1-0,2-0,1-0,3-0,1-0,1-0,1-0,,2-2,2-0,0-0,0-0,0-0,0-1,3-0,1-0,,,,,,,8,30,11,7,12
1968-69,9,UD Las Palmas,1-1,2-1,0-0,4-0,2-1,1-1,1-0,1-0,,3-1,1-0,0-1,4-0,3-1,2-1,2-1,,,,,,,2,30,15,8,7
1968-69,10,CD Málaga,4-0,0-0,0-3,1-1,3-1,1-0,4-0,0-0,2-0,,2-1,1-2,1-0,4-2,4-1,1-1,,,,,,,14,30,9,7,14
1968-69,11,Pontevedra CF,1-0,0-0,0-1,0-0,0-0,0-1,1-0,1-0,3-0,1-0,,0-0,1-0,0-0,2-0,0-0,,,,,,,12,30,7,13,10
1968-69,12,Real Madrid,2-1,0-0,2-1,2-0,2-1,1-1,3-1,2-1,2-0,2-0,2-2,,2-1,5-3,0-0,2-0,,,,,,,1,30,18,11,2
1968-69,13,Real Sociedad,2-0,2-2,2-1,5-1,1-3,1-0,2-1,5-1,1-0,1-0,0-0,0-2,,1-1,4-0,2-1,,,,,,,7,30,10,9,11
1968-69,14,CE Sabadell FC,1-1,0-1,0-0,4-0,0-0,3-0,1-0,2-1,1-1,2-1,1-1,0-0,1-0,,2-1,1-0,,,,,,,4,30,10,12,8
1968-69,15,Valencia CF,5-1,2-1,0-0,2-2,2-1,1-0,2-2,4-1,2-2,0-0,2-0,0-1,2-1,0-0,,0-0,,,,,,,5,30,10,11,9
1968-69,16,Zaragoza,0-2,2-0,0-0,2-2,3-1,0-2,0-0,6-0,2-3,4-0,2-2,1-1,2-2,3-0,3-1,,,,,,,,13,30,8,10,12
